Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2309.0,-4.6,+1
2,Baylor,2192.0,-1.2,+13
3,Illinois,2161.0,-1.9,-46
4,Iowa,2112.0,-0.1,+3
5,Alabama,2109.0,-0.0,+2
6,Michigan,2108.0,-0.0,+2
7,Houston,2107.0,-0.3,+10
8,Kansas,2100.0,-1.0,+5
9,Loyola (IL),2075.0,-0.8,+74
10,Arkansas,2055.0,-0.4,+23
11,Texas,2045.0,-0.1,-20
12,Florida State,2043.0,-0.1,+8
13,Oklahoma State,2041.0,-0.1,-31
14,Villanova,2039.0,-0.5,+27
15,Ohio State,2027.0,-0.0,-38
16,Virginia,2027.0,-0.4,-31
17,LSU,2017.0,-0.4,+21
18,Syracuse,2008.0,-0.2,+56
19,Colorado,2004.0,-0.0,+38
20,West Virginia,2003.0,-0.0,-4
21,San Diego State,2003.0,-0.4,-42
22,Georgia Tech,1994.0,-0.1,-26
23,Creighton,1991.0,-0.0,+4
24,Texas Tech,1991.0,-0.2,+11
25,UConn,1987.0,-0.0,-27
26,Wisconsin,1987.0,-0.3,+35
27,Maryland,1979.0,-0.0,+27
28,Purdue,1978.0,-0.3,-45
29,USC,1970.0,-0.0,+18
30,Duke,1969.0,-0.1,+0
31,BYU,1966.0,-0.1,-33
32,UNC,1964.0,-0.0,-47
33,Oregon,1964.0,-0.0,+0
34,Oregon State,1963.0,-0.1,+74
35,Memphis,1960.0,-0.5,+16
36,Oklahoma,1946.0,-0.1,+12
37,UCLA,1943.0,-0.4,+54
38,Wichita State,1932.0,-0.0,-15
39,Georgetown,1931.0,-0.4,-38
40,Tennessee,1921.0,-0.0,-36
41,Louisville,1921.0,-0.1,+0
42,Michigan State,1918.0,-0.0,-21
43,Florida,1917.0,-0.2,-13
44,St. John's (NY),1913.0,-0.0,+0
45,Rutgers,1912.0,-0.1,+10
46,NC State,1909.0,-0.2,+22
47,Clemson,1905.0,-0.0,-16
48,Seton Hall,1904.0,-0.0,+0
49,Utah State,1903.0,-0.0,-20
50,Kentucky,1902.0,-0.3,+0
51,St. Bonaventure,1895.0,-0.2,-21
52,Penn State,1890.0,-0.1,+0
53,VCU,1888.0,-0.3,+0
54,Xavier,1881.0,-0.0,+0
55,Arizona,1880.0,-0.3,+0
56,Missouri,1873.0,-0.1,-12
57,Auburn,1870.0,-0.1,+0
58,Ole Miss,1868.0,-0.2,-28
59,Marquette,1863.0,-0.1,+0
60,Virginia Tech,1860.0,-0.1,-13
61,Providence,1858.0,-0.2,+0
62,Louisiana Tech,1852.0,-0.2,+28
63,Colorado State,1848.0,-0.1,+10
64,Liberty,1846.0,-0.0,-8
65,Abilene Christian,1846.0,-0.0,+20
66,Saint Mary's,1845.0,-0.1,-13
67,Indiana,1843.0,-0.1,+0
68,Western Kentucky,1841.0,-0.1,+13
69,Ohio,1839.0,-0.1,+31
70,Mississippi State,1836.0,-0.0,+20
71,Colgate,1835.0,-0.1,-14
72,SMU,1832.0,-0.0,-11
73,Dayton,1831.0,-0.0,-16
74,Winthrop,1830.0,-0.0,-11
75,Saint Louis,1829.0,-0.1,-20
76,Butler,1826.0,-0.0,+0
77,Notre Dame,1825.0,-0.0,+0
78,Cincinnati,1825.0,-0.1,+0
79,Yale,1823.0,-0.1,+0
80,Boise State,1821.0,-0.1,+11
81,North Texas,1819.0,-0.4,+28
82,Richmond,1810.0,-0.0,+22
83,Drake,1810.0,-0.0,-3
84,UCF,1809.0,-0.0,+0
85,Davidson,1809.0,-0.1,-22
86,UNC Greensboro,1806.0,-0.2,-8
87,Nevada,1801.0,-0.1,+0
88,Buffalo,1798.0,-0.3,-10
89,Utah,1790.0,-0.0,+0
90,Furman,1790.0,-0.2,+0
91,UCSB,1786.0,-0.1,-4
92,Eastern Washington,1784.0,-0.2,-5
93,Vanderbilt,1779.0,-0.3,+0
94,Minnesota,1772.0,-0.2,+0
95,Georgia,1767.0,-0.2,+0
96,Missouri State,1763.0,-0.0,+0
97,Wright State,1762.0,-0.1,+0
98,Alabama-Birmingham,1760.0,-0.0,+0
99,Belmont,1760.0,-0.1,+0
100,Texas State,1758.0,-0.0,+0
101,Toledo,1757.0,-0.1,-22
102,Harvard,1755.0,-0.2,+0
103,Marshall,1751.0,-0.0,+0
104,Akron,1750.0,-0.0,+0
105,Northwestern,1750.0,-0.0,+0
106,Stephen F. Austin,1749.0,-0.0,+0
107,Morehead State,1748.0,-0.1,-10
108,Oral Roberts,1746.0,-0.1,+64
109,South Dakota State,1743.0,-0.2,+0
110,Washington State,1739.0,-0.1,+0
111,South Carolina,1736.0,-0.2,+0
112,Pitt,1730.0,-0.0,+0
113,Arizona State,1729.0,-0.3,+0
114,DePaul,1722.0,-0.0,+0
115,Indiana State,1721.0,-0.0,+0
116,Georgia State,1721.0,-0.3,+0
117,Tulsa,1713.0,-0.0,+0
118,Wofford,1712.0,-0.0,+0
119,Miami (FL),1711.0,-0.0,+0
120,Stanford,1710.0,-0.2,+0
121,UMass,1705.0,-0.1,+0
122,ETSU,1703.0,-0.0,+0
123,Texas A&M,1703.0,-0.1,+0
124,TCU,1700.0,-0.0,+0
125,Duquesne,1699.0,-0.0,+0
126,Vermont,1699.0,-0.1,+0
127,UC-Irvine,1696.0,-0.0,+0
128,Grand Canyon,1696.0,-0.1,-3
129,Rhode Island,1693.0,-0.0,+0
130,Kent State,1693.0,-0.0,+0
131,Old Dominion,1692.0,-0.0,+0
132,North Dakota State,1692.0,-0.0,+0
133,Kansas State,1691.0,-0.1,+0
134,Chattanooga,1689.0,-0.1,+0
135,Loyola Marymount,1687.0,-0.0,+0
136,Nebraska,1687.0,-0.1,+0
137,George Mason,1685.0,-0.1,+0
138,San Francisco,1683.0,-0.0,+0
139,Southern Utah,1682.0,-0.0,+0
140,Bowling Green State,1681.0,-0.2,+0
141,Coastal Carolina,1675.0,-0.1,+0
142,Mercer,1673.0,-0.1,+0
143,Northern Iowa,1670.0,-0.0,+0
144,Pacific,1669.0,-0.1,+0
145,Pepperdine,1667.0,-0.1,+0
146,California,1664.0,-0.1,+0
147,Tulane,1662.0,-0.1,+0
148,Weber State,1659.0,-0.0,+0
149,UTSA,1658.0,-0.1,+0
150,Ball State,1656.0,,+0
