Arkansas Baptist,NL,Louisiana-Monroe,20251209,141119
Buffalo, -1.5 ,UMBC,20251209,141119
Loyola Maryland, 1.5 ,VMI,20251209,141119
Clemson, 6.5 ,BYU,20251209,141119
Villanova, 17.5 ,Michigan,20251209,141119
Toccoa Falls,NL,Winthrop,20251209,141119
Little Rock, 26.5 ,West Virginia,20251209,141119
Columbia, -4.5 ,Stony Brook,20251209,141119
South Dakota State, -6.5 ,Ball State,20251209,141119
Oakwood,NL,Chattanooga,20251209,141119
Maryland-Eastern Shore, 35.5 ,Virginia,20251209,141119
Coppin State, 19.5 ,Saint Joseph's,20251209,141119
Howard, 2.5 ,North Carolina A&T,20251209,141119
North Carolina Central, 46.5 ,Kentucky,20251209,141119
McNeese, -2.5 ,Rhode Island,20251209,141119
Bucknell, -1.5 ,Rider,20251209,141119
Brown, 18.5 ,Providence,20251209,141119
Illinois, -3.5 ,Ohio State,20251209,141119
Morgan State, 22.5 ,DePaul,20251209,141119
Penn State, 15.5 ,Indiana,20251209,141119
South Dakota, 13.5 ,Wyoming,20251209,141119
Dartmouth, 19.5 ,Colorado State,20251209,141119
Northern Arizona, 17.5 ,Arizona State,20251209,141119
Florida, 5.5 ,UConn,20251209,141119
USC, -16.5 ,San Diego,20251209,141119
Colorado Christian,NL,Denver,20251209,141119
Long Beach State, 7.5 ,San Jose State,20251209,141119
Dominican (CA,NL,California,20251209,141119
