Syracuse,+9.5,North Carolina,20220228,195700
Charleston,+11.5,Hofstra,20220228,195700
Massachusetts,+3.5,Fordham,20220228,195700
Central Connecticut State,+12.5,Fairleigh Dickinson,20220228,195700
South Carolina State,+8.5,Howard,20220228,195700
Delaware State,+3.5,Coppin State,20220228,195700
North Carolina Central,+9.5,Norfolk State,20220228,195700
UMES,+4.5,Morgan State,20220228,195700
Northwestern,+10,Iowa,20220228,195700
Alcorn,+6,Texas Southern,20220228,195700
Bethune-Cookman,+6.5,Grambling,20220228,195700
Baylor,-1.5,Texas,20220228,195700
Kansas State,+13,Texas Tech,20220228,195700
San Diego State,-1.5,Wyoming,20220228,195700
Florida A&M,+7.5,Southern University,20220228,195700
Jackson State,+4,Prairie View,20220228,195700
New Mexico,+10,Fresno State,20220228,195700
UCLA,-8,Washington,20220228,195700
Washington State,-8,Oregon State,20220228,195700
