Valparaiso, 9.5 ,Southern Illinois,20260101,162340
Evansville, 20.5 ,Illinois State,20260101,162340
California Baptist, 3.5 ,UT Arlington,20260101,162340
Chattanooga, 1.5 ,UNC Greensboro,20260101,162340
Portland State, 1.5 ,Weber State,20260101,162340
Morehead State, 7.5 ,Lindenwood,20260101,162340
Western Illinois, 13.5 ,Tennessee-Martin,20260101,162340
Southern Indiana, 10.5 ,SIU Edwardsville,20260101,162340
Southern Miss, -8.5 ,Louisiana-Monroe,20260101,162340
UC Irvine, -10.5 ,Cal State Bakersfield,20260101,162340
Cal State Northridge, 3.5 ,UC Davis,20260101,162340
Omaha, 8.5 ,South Dakota State,20260101,162340
Tennessee Tech, 1.5 ,Little Rock,20260101,162340
Northern Arizona, 5.5 ,Montana,20260101,162340
Bradley, 4.5 ,Belmont,20260101,162340
Eastern Kentucky, 3.5 ,Queens University,20260101,162340
Bellarmine, -1.5 ,West Georgia,20260101,162340
Hawai'i, -8.5 ,UC Riverside,20260101,162340
Utah Valley, -4.5 ,Tarleton State,20260101,162340
Utah Tech, 5.5 ,Abilene Christian,20260101,162340
Indiana State, 10.5 ,Northern Iowa,20260101,162340
North Florida, 14.5 ,Austin Peay,20260101,162340
Eastern Illinois, 12.5 ,Southeast Missouri State,20260101,162340
Murray State, -5.5 ,UIC,20260101,162340
Sacramento State, 9.5 ,Idaho State,20260101,162340
Northern Colorado, 2.5 ,Montana State,20260101,162340
UC San Diego, -8.5 ,Cal Poly,20260101,162340
UC Santa Barbara, -4.5 ,Cal State Fullerton,20260101,162340
Oakland,NL,Youngstown State,20260101,162340
Stetson,NL,North Alabama,20260101,162340
Samford,NL,VMI,20260101,162340
Georgia Southern,NL,Coastal Carolina,20260101,162340
Oral Roberts,NL,North Dakota,20260101,162340
Florida Gulf Coast,NL,Central Arkansas,20260101,162340
Green Bay,NL,Purdue Fort Wayne,20260101,162340
Jacksonville,NL,Lipscomb,20260101,162340
IU Indy,NL,Northern Kentucky,20260101,162340
Milwaukee,NL,Wright State,20260101,162340
