Southeast Missouri State,+3.5,A&M-Corpus Christi,20230314,152406
Toledo,+6,Michigan,20230314,152406
Hofstra,+6,Rutgers,20230314,152406
Southern Mississippi,+10,UAB,20230314,152406
Yale,+3.5,Vanderbilt,20230314,152406
Villanova,+3,Liberty,20230314,152406
Pittsburgh,+2.5,Mississippi State,20230314,152406
Bradley,+3,Wisconsin,20230314,152406
Eastern Washington,+10.5,Washington State,20230314,152406
Seton Hall,+4.5,Colorado,20230314,152406
Fairleigh Dickinson,+2,Texas Southern,20230314,152406
Youngstown State,+5.5,Oklahoma State,20230314,152406
Morehead State,+15.5,Clemson,20230314,152406
UCF,+3,Florida,20230314,152406
Alcorn,+17.5,North Texas,20230314,152406
Virginia Tech,+5,Cincinnati,20230314,152406
Santa Clara,-4,Sam Houston,20230314,152406
Nevada,+2,Arizona State,20230314,152406
Utah Valley,+5.5,New Mexico,20230314,152406
UC Irvine,+9,Oregon,20230314,152406
West Virginia,-2,Maryland,20230314,152406
Furman,+5.5,Virginia,20230314,152406
Utah State,-2,Missouri,20230314,152406
Howard,+22,Kansas,20230314,152406
Charleston,+5.5,San Diego State,20230314,152406
Princeton,+14.5,Arizona,20230314,152406
Illinois,+1.5,Arkansas,20230314,152406
Auburn,-1,Iowa,20230314,152406
Oral Roberts,+6.5,Duke,20230314,152406
Colgate,+14,Texas,20230314,152406
Boise State,+1.5,Northwestern,20230314,152406
Northern Kentucky,+19.5,Houston,20230314,152406
Louisiana-Lafayette,+11.5,Tennessee,20230314,152406
Penn State,+3,Texas A&M,20230314,152406
UNC Asheville,+17.5,UCLA,20230314,152406
USC,+2,Michigan State,20230314,152406
Kennesaw State,+11.5,Xavier,20230314,152406
UC Santa Barbara,+11,Baylor,20230314,152406
VCU,+4,Saint Marys,20230314,152406
Vermont,+11,Marquette,20230314,152406
North Carolina State,+5.5,Creighton,20230314,152406
Iona,+9.5,UConn,20230314,152406
Providence,+4,Kentucky,20230314,152406
Drake,+2,Miami FL,20230314,152406
Grand Canyon,+16,Gonzaga,20230314,152406
Florida Atlantic,+2,Memphis,20230314,152406
Montana State,+8.5,Kansas State,20230314,152406
Kent State,+4.5,Indiana,20230314,152406
USC Upstate,+11,Indiana State,20230314,152406
North Alabama,+8,Southern Utah,20230314,152406
Southern Indiana,+10.5,San Jose State,20230314,152406
Western Carolina,+7,Charlotte,20230314,152406
Cleveland State,+1,Eastern Kentucky,20230314,152406
Rice,+5,Duquesne,20230314,152406
Radford,+1,Tarleton State,20230314,152406
Milwaukee,+3,Stetson,20230314,152406
